CODIGO;TITULO;
252215;Perito contábil;"INSERT INTO states (code, title) VALUES ('252215','Perito contábil');"
252320;Tecnólogo em secretariado escolar;"INSERT INTO states (code, title) VALUES ('252320','Tecnólogo em secretariado escolar');"
252310;Secretário  bilíngüe;"INSERT INTO states (code, title) VALUES ('252310','Secretário  bilíngüe');"
252305;Secretária(o) executiva(o);"INSERT INTO states (code, title) VALUES ('252305','Secretária(o) executiva(o)');"
252315;Secretária trilíngüe;"INSERT INTO states (code, title) VALUES ('252315','Secretária trilíngüe');"
252405;Analista de recursos humanos;"INSERT INTO states (code, title) VALUES ('252405','Analista de recursos humanos');"
252530;Analista de crédito rural;"INSERT INTO states (code, title) VALUES ('252530','Analista de crédito rural');"
252525;Analista de crédito (instituições financeiras);"INSERT INTO states (code, title) VALUES ('252525','Analista de crédito (instituições financeiras)');"
252535;Analista de leasing;"INSERT INTO states (code, title) VALUES ('252535','Analista de leasing');"
252515;Analista de cobrança (instituições financeiras);"INSERT INTO states (code, title) VALUES ('252515','Analista de cobrança (instituições financeiras)');"
252545;Analista financeiro (instituições financeiras);"INSERT INTO states (code, title) VALUES ('252545','Analista financeiro (instituições financeiras)');"
252550;Profissional de relações com investidores;"INSERT INTO states (code, title) VALUES ('252550','Profissional de relações com investidores');"
252540;Analista de produtos bancários;"INSERT INTO states (code, title) VALUES ('252540','Analista de produtos bancários');"
252505;Administrador de fundos e carteiras de investimento;"INSERT INTO states (code, title) VALUES ('252505','Administrador de fundos e carteiras de investimento');"
252510;Analista de câmbio;"INSERT INTO states (code, title) VALUES ('252510','Analista de câmbio');"
252605;Gestor em segurança;"INSERT INTO states (code, title) VALUES ('252605','Gestor em segurança');"
252705;Analista de pcp (programação e controle da produção);"INSERT INTO states (code, title) VALUES ('252705','Analista de pcp (programação e controle da produção)');"
252710;Analista de planejamento de materias;"INSERT INTO states (code, title) VALUES ('252710','Analista de planejamento de materias');"
252720;Analista de projetos logisticos;"INSERT INTO states (code, title) VALUES ('252720','Analista de projetos logisticos');"
252725;Analista de gestão de estoque;"INSERT INTO states (code, title) VALUES ('252725','Analista de gestão de estoque');"
252715;Analista de logistica;"INSERT INTO states (code, title) VALUES ('252715','Analista de logistica');"
253115;Publicitário;"INSERT INTO states (code, title) VALUES ('253115','Publicitário');"
253120;Diretor de mídia (publicidade);"INSERT INTO states (code, title) VALUES ('253120','Diretor de mídia (publicidade)');"
253125;Diretor de arte (publicidade);"INSERT INTO states (code, title) VALUES ('253125','Diretor de arte (publicidade)');"
253130;Diretor de criação;"INSERT INTO states (code, title) VALUES ('253130','Diretor de criação');"
253135;Diretor de contas (publicidade);"INSERT INTO states (code, title) VALUES ('253135','Diretor de contas (publicidade)');"
253140;Agenciador de propaganda;"INSERT INTO states (code, title) VALUES ('253140','Agenciador de propaganda');"
253110;Redator de publicidade;"INSERT INTO states (code, title) VALUES ('253110','Redator de publicidade');"
253215;Gerente de contas - pessoa física e jurídica;"INSERT INTO states (code, title) VALUES ('253215','Gerente de contas - pessoa física e jurídica');"
253220;Gerente de grandes contas (corporate);"INSERT INTO states (code, title) VALUES ('253220','Gerente de grandes contas (corporate)');"
253225;Operador de negócios;"INSERT INTO states (code, title) VALUES ('253225','Operador de negócios');"
253205;Gerente de captação (fundos e investimentos institucionais);"INSERT INTO states (code, title) VALUES ('253205','Gerente de captação (fundos e investimentos institucionais)');"
253210;Gerente de clientes especiais (private);"INSERT INTO states (code, title) VALUES ('253210','Gerente de clientes especiais (private)');"
253305;Corretor de valores, ativos financeiros, mercadorias e derivativos;"INSERT INTO states (code, title) VALUES ('253305','Corretor de valores, ativos financeiros, mercadorias e derivativos');"
254105;Auditor-fiscal da receita federal;"INSERT INTO states (code, title) VALUES ('254105','Auditor-fiscal da receita federal');"
254110;Técnico da receita federal;"INSERT INTO states (code, title) VALUES ('254110','Técnico da receita federal');"
254205;Auditor-fiscal da previdência social;"INSERT INTO states (code, title) VALUES ('254205','Auditor-fiscal da previdência social');"
254305;Auditor-fiscal do trabalho;"INSERT INTO states (code, title) VALUES ('254305','Auditor-fiscal do trabalho');"
254310;Agente de higiene e segurança;"INSERT INTO states (code, title) VALUES ('254310','Agente de higiene e segurança');"
254405;Fiscal de tributos estadual;"INSERT INTO states (code, title) VALUES ('254405','Fiscal de tributos estadual');"
254410;Fiscal de tributos municipal;"INSERT INTO states (code, title) VALUES ('254410','Fiscal de tributos municipal');"
254415;Técnico de tributos estadual;"INSERT INTO states (code, title) VALUES ('254415','Técnico de tributos estadual');"
254420;Técnico de tributos municipal;"INSERT INTO states (code, title) VALUES ('254420','Técnico de tributos municipal');"
254505;Fiscal de atividades urbanas;"INSERT INTO states (code, title) VALUES ('254505','Fiscal de atividades urbanas');"
261125;Jornalista;"INSERT INTO states (code, title) VALUES ('261125','Jornalista');"
261110;Assessor de imprensa;"INSERT INTO states (code, title) VALUES ('261110','Assessor de imprensa');"
261115;Diretor de redação;"INSERT INTO states (code, title) VALUES ('261115','Diretor de redação');"
261120;Editor;"INSERT INTO states (code, title) VALUES ('261120','Editor');"
261105;Arquivista pesquisador (jornalismo);"INSERT INTO states (code, title) VALUES ('261105','Arquivista pesquisador (jornalismo)');"
261130;Produtor de texto;"INSERT INTO states (code, title) VALUES ('261130','Produtor de texto');"
261135;Repórter (exclusive rádio e televisão);"INSERT INTO states (code, title) VALUES ('261135','Repórter (exclusive rádio e televisão)');"
261140;Revisor de texto;"INSERT INTO states (code, title) VALUES ('261140','Revisor de texto');"
261215;Analista de informações (pesquisador de informações de rede);"INSERT INTO states (code, title) VALUES ('261215','Analista de informações (pesquisador de informações de rede)');"
261210;Documentalista;"INSERT INTO states (code, title) VALUES ('261210','Documentalista');"
261205;Bibliotecário;"INSERT INTO states (code, title) VALUES ('261205','Bibliotecário');"
261305;Arquivista;"INSERT INTO states (code, title) VALUES ('261305','Arquivista');"
261310;Museólogo;"INSERT INTO states (code, title) VALUES ('261310','Museólogo');"
261405;Filólogo;"INSERT INTO states (code, title) VALUES ('261405','Filólogo');"
261430;Audiodescritor;"INSERT INTO states (code, title) VALUES ('261430','Audiodescritor');"
261425;Intérprete de língua de sinais;"INSERT INTO states (code, title) VALUES ('261425','Intérprete de língua de sinais');"
261420;Tradutor;"INSERT INTO states (code, title) VALUES ('261420','Tradutor');"
261415;Lingüista;"INSERT INTO states (code, title) VALUES ('261415','Lingüista');"
261410;Intérprete;"INSERT INTO states (code, title) VALUES ('261410','Intérprete');"
261520;Escritor de não ficção;"INSERT INTO states (code, title) VALUES ('261520','Escritor de não ficção');"
261515;Escritor de ficção;"INSERT INTO states (code, title) VALUES ('261515','Escritor de ficção');"
261530;Redator de textos técnicos;"INSERT INTO states (code, title) VALUES ('261530','Redator de textos técnicos');"
261525;Poeta;"INSERT INTO states (code, title) VALUES ('261525','Poeta');"
261510;Crítico;"INSERT INTO states (code, title) VALUES ('261510','Crítico');"
261505;Autor-roteirista;"INSERT INTO states (code, title) VALUES ('261505','Autor-roteirista');"
261610;Editor de livro;"INSERT INTO states (code, title) VALUES ('261610','Editor de livro');"
261615;Editor de mídia eletrônica;"INSERT INTO states (code, title) VALUES ('261615','Editor de mídia eletrônica');"
261625;Editor de revista científica;"INSERT INTO states (code, title) VALUES ('261625','Editor de revista científica');"
261620;Editor de revista;"INSERT INTO states (code, title) VALUES ('261620','Editor de revista');"
261605;Editor de jornal;"INSERT INTO states (code, title) VALUES ('261605','Editor de jornal');"
261715;Locutor de rádio e televisão;"INSERT INTO states (code, title) VALUES ('261715','Locutor de rádio e televisão');"
261710;Comentarista de rádio e televisão;"INSERT INTO states (code, title) VALUES ('261710','Comentarista de rádio e televisão');"
261730;Repórter de rádio e televisão;"INSERT INTO states (code, title) VALUES ('261730','Repórter de rádio e televisão');"
261725;Narrador em programas de rádio e televisão;"INSERT INTO states (code, title) VALUES ('261725','Narrador em programas de rádio e televisão');"
261720;Locutor publicitário de rádio e televisão;"INSERT INTO states (code, title) VALUES ('261720','Locutor publicitário de rádio e televisão');"
261705;Âncora de rádio e televisão;"INSERT INTO states (code, title) VALUES ('261705','Âncora de rádio e televisão');"
261820;Repórter fotográfico;"INSERT INTO states (code, title) VALUES ('261820','Repórter fotográfico');"
261815;Fotógrafo retratista;"INSERT INTO states (code, title) VALUES ('261815','Fotógrafo retratista');"
261805;Fotógrafo;"INSERT INTO states (code, title) VALUES ('261805','Fotógrafo');"
261810;Fotógrafo publicitário;"INSERT INTO states (code, title) VALUES ('261810','Fotógrafo publicitário');"
262130;Tecnólogo em produção fonográfica;"INSERT INTO states (code, title) VALUES ('262130','Tecnólogo em produção fonográfica');"
262125;Produtor de televisão;"INSERT INTO states (code, title) VALUES ('262125','Produtor de televisão');"
262120;Produtor de teatro;"INSERT INTO states (code, title) VALUES ('262120','Produtor de teatro');"
262115;Produtor de rádio;"INSERT INTO states (code, title) VALUES ('262115','Produtor de rádio');"
262110;Produtor cinematográfico;"INSERT INTO states (code, title) VALUES ('262110','Produtor cinematográfico');"
262135;Tecnólogo em produção audiovisual;"INSERT INTO states (code, title) VALUES ('262135','Tecnólogo em produção audiovisual');"
262105;Produtor cultural;"INSERT INTO states (code, title) VALUES ('262105','Produtor cultural');"
262205;Diretor de cinema;"INSERT INTO states (code, title) VALUES ('262205','Diretor de cinema');"
262210;Diretor de programas de rádio;"INSERT INTO states (code, title) VALUES ('262210','Diretor de programas de rádio');"
